4.8885,2.5095,0,5.5678,3.7868,4.0781,3.4889,0,3.6788,0,-29.837,0,1.0986,3.4689,0.14614,6.9004,1,0,0,0,1,0,0,0,0,0,3.0534,2.5253,2.4561,1.9058,0,0.8785,0,3.4037,0.8718,2.5196,3.554,-35.743,952.75,1.0305,1,-1.0992,0,1,0,3,0.01523,0.74576,0,0,0,2.9957,0,6.5,8.7601,0,8.7589,4.5958,0,0,1,1,0,0,10.05,-1
7.7322,3.3019,6.98,1.0259,3.8986,3.9383,3.8712,0,3.912,0,-4,0,4.5385,0,4.5975,6.9219,1,0,0,6.0427,0,1,0,0,0,0,46.513,44.514,45.284,43.386,0,3.6534,0,8.8212,1.3942,0.30779,0.31316,-0.015,1.65,0,1,0,0.04291,1,0,5.8248,0.45147,1.4847,0,0,0,2.9957,0,7.5,8.5525,0,8.5601,4.2494,0,0,1,0,2.2738,6.7231,7.2165,-1
8.7095,0,138.95,1,4.3086,4.6068,4.5326,0,4.8675,0,-51.667,0,0,0,0,7.041,1,0,0,7.5124,0,1,0,0,0,0,50,45.661,50,50,0,3.9398,0,5.5634,0,0,0.13858,-0.28,0.07,0,1,-0.1321,0,0,0,6.7159,1.399,1.362,0,0,0,0,0,5.9,2.9957,1,2.9957,0.5,5,0,2,0,2.1396,7.8068,1,-1
7.8063,2.9594,0,1.6765,3.9766,4.1405,0,0,5.0752,0,-19,0,0,0,0,6.8691,1,0,0,0,1,0,0,0,0,0,50,15.123,46.264,39.577,0,11.617,0,34.877,0,0,0,0,0,0,1,0,0,0,0,5.9643,0.9269,1.5851,0,0,0,2.3026,0,4.2,7.4188,0,7.4639,3.706,0,2.3026,0,0,2.2438,6.3492,4.0952,-1
4.6052,3.7136,0,5.5678,0,0,0,0,3.173,0,0,4.6267,0,0,0,6.8906,0,0,0,0,1,0,0,0,0,0,0,0,0.6901,1.8224,-3.0504,0,0,4.2,0,0,3.4085,-40.565,1000,0,1,-2.6,0,0,20,3,0,0,4,1,1,2.3026,0,3,7.9997,0,8.0064,4.6085,0,0,1,1,0,0,10.05,-1
7.3155,0,198.79,1.6911,3.6109,3.6507,3.912,0,3.434,0,-3,0,0,2.1983,0,7.1904,1,1,0,4.3357,0,1,1.793,0.9607,0.34632,2.6023,29.07,46.829,38.611,32.866,0,11.059,0,23.54,0,0.69063,1.9628,-11.039,51.91,1.602,1,-3.3964,0,0,10.481,5.3954,1.4693,1.4659,0,0,0,0,0,1.5,3.1979,0,2.9957,0.96774,2.3026,0,2,0,2.3026,5.4323,1,1
8.1322,0,0,1.6173,4.4108,4.1431,0,0,4.6052,0,0,38.667,0,0,0,7.0742,1,1,0,8.5822,0,1,0,1.0433,0.56876,3.655,50,33.293,40.935,50,-9.0652,0,0,27.011,0,0,0.99252,-5.395,10.55,1.2128,1,-4.2442,0,0,20,6.2003,1.4083,1.4488,0,0,0,0,0,3.5,3.419,0,4.5832,0.62731,2.3026,2.3026,1,0,2.2434,7.421,1,1
6.7074,1.5824,0,5.5678,4.6052,5.0782,5.5215,0,0,0,-120.99,0,0,0,0,6.5566,1,0,0,0,1,0,0,0,0,0,2.2737,50,7.1125,5.3562,0,2.551,48.429,0,0,0,0,0,0,0,1,0,0,0,0,4.7203,0.561,1.3709,0,0,0,0,0,2,7.2587,0,7.0746,4.2769,0,0,1,0,1.9442,1.9004,3.5654,-1
7.9647,0.39828,435.77,1,3.5742,3.7689,0,0,4.0073,0,-15.333,0,5.1142,5.6087,4.1107,7.1328,1,0,0,0,1,0,0,0,0,0,50,46.417,50,50,0,3.6258,0,3.7063,1.6731,1.8708,1.3716,5.561,8.99,1.5529,0,0,4.7785,1,20,6.1519,1.3417,1.632,0,-1,1,3.6889,0,3.5,5.9348,0,6.4337,2.468,0,2.3026,1,0,2.2942,7.9019,2.5117,-1
5.1795,1.9143,0,1,5.2983,5.3107,0,0,5.2983,0,-4.967,0,6.3215,4.7038,4.5718,6.8408,1,1,0,3.6987,0,1,0,8.4096,0.20156,2.7056,50,0.3202,0.8301,0.9822,-0.3005,0,50,0,4.2952,4.0173,4.0289,-1.101,883.22,1.1606,1,-0.4657,0,1,20,4.1927,0.662,0,3.7277,0,0,4.0943,0,1,5.4863,0,6.7122,3.2243,0,2.3026,0,0,1.7814,1.9356,2.4493,-1
7.2403,1.0113,284.69,1,3.4012,3.2896,3.4012,0,3.4012,0,0,6.333,3.1303,2.23,1.7236,7.249,1,1,0,9.4358,0,1,0,3.9764,0,4.1818,45.483,45.5,45.417,43.196,0,5.0372,0,7.7678,0.48422,0.17251,1.8037,-11.015,86.5,1.6869,1,-5.1953,0,1,16.329,5.413,1.4953,1.6085,0,0,0,2.3026,0,1.5,4.5019,0,4.6587,1.9477,2.9957,0,2,0,2.3026,5.31,1.0011,-1
8.2488,0,363.23,1,4.3652,4.3219,4.382,0,4.382,0,0,6.667,4.4249,2.7707,3.557,7.1914,1,0,0,6.2292,0,1,0,0,0,0,46.789,46.769,46.778,46.674,0,0.2168,0,0.4221,0.75914,0.97206,0.90379,0.367,4.3,1.0966,1,0,0.1913,1,0,6.426,1.5442,1.6157,0,0,0,3.4012,0,4,4.5179,0,5.1756,1.1912,4.2485,0,2,0,2.2101,7.2028,1.2207,1
5.9626,3.7136,129.54,5.5678,0,0,0,0,0,0,0,0,0,0,0,7.0303,1,0,0,0,1,0,0,0,0,0,50,0,50,50,0,20,50,0,4.6052,0,0,-100,1000,0,1,0,0,0,0,3,0,0,0,6,36,0,0,6.9,8.8393,0,8.7813,4.6151,0,0,2,1,0,0,10.05,-1
8.7205,0,95.22,1,4.8624,4.8389,4.852,0,4.8675,0,0,6,6.0294,5.5445,3.7269,7.1055,1,1,0,3.828,0,1,1.0808,0.5446,0.26385,2.4821,46.868,44.669,45.574,45.793,-0.4484,0,0,2.1992,1.8643,1.2886,1.5154,-1.861,26.56,1.4849,0,-0.9725,0,1,9.0909,6.6253,1.1599,1.2304,0,0,0,4.7875,1,6.5,4.087,0,5.9214,0.6504,0,0,2,0,2.0595,7.14,1.8217,-1
6.538,3.7136,573.14,1,4.4229,3.7297,5.2983,0,0,0,0,83.333,5.3345,5.6027,4.0453,7.1699,1,0,0,0,1,0,0,0,0,0,2.4546,50,3.7855,3.9815,0,3.7855,50,0,3.3735,3.8375,3.8927,-53.591,501.55,1.9342,0,-10,0,1,20,4.8154,0.29381,1.786,0,0,0,2.3026,0,4.2,8.1575,0,8.1631,4.4318,2.3026,0,1,0,2.1401,2.6658,5.9963,-1
8.5121,0,481.59,1.6873,4.6347,4.7607,4.6444,0,4.654,0,-27.667,0,0,0,0,7.4932,1,1,0,3.6571,0,1,0,1.0557,0.42796,2.8416,46.835,46.85,46.481,37.576,0,15.924,0,30.104,0,0.98548,1.8178,-7.332,51.49,1.58,1,-2.1494,0,0,5,6.4072,0.77718,1.2185,0,0,0,0,0,7.8,7.9616,0,7.9463,3.6317,0,0,1,0,2.0893,6.4969,5.3134,-1
